idProduto,idCliente,idVendedor,quantidade,valor
3,159,37,25,11484
21,961,36,81,47214.09
37,497,132,71,53849.240000000005
9,89,146,15,4769.55
29,4,27,21,7491.120000000001
42,706,132,39,16410.42
9,95,28,86,27345.420000000002
20,308,126,3,387.24
27,613,140,54,17250.3
50,753,139,48,9644.64
2,398,119,43,15928.060000000001
50,549,8,50,10046.5
29,327,112,23,8204.560000000001
9,84,73,75,23847.750000000004
15,125,39,43,30357.57
33,860,73,5,1815.5500000000002
48,807,43,96,26149.44
48,775,90,22,5992.58
42,698,131,76,31979.28
34,341,80,95,29918.350000000002
36,909,145,67,28168.81
14,819,130,64,2314.24
39,376,142,21,20182.05
45,955,83,19,12735.89
15,211,115,80,56479.2
12,995,28,7,5283.88
22,830,19,65,11977.550000000001
25,149,99,42,37269.12
12,299,34,5,3774.2000000000003
3,787,96,39,17915.04
24,532,129,96,43429.44
18,550,128,87,34270.170000000006
18,730,98,81,31906.710000000003
13,854,59,36,32956.92
30,551,66,63,29986.11
19,446,6,67,17876.94
36,479,13,85,35736.55
7,667,71,42,3353.28
50,183,118,79,15873.470000000001
33,61,53,3,1089.33
17,639,29,51,16799.91
33,374,64,85,30864.350000000002
13,749,10,46,42111.62
30,555,46,12,5711.64
23,280,24,43,5304.05
30,841,115,3,1427.91
41,549,105,64,48600.32
20,530,148,71,9164.68
21,988,106,57,33224.729999999996
47,242,80,82,11197.92
21,840,35,67,39053.63
44,705,49,78,30664.92
30,564,15,75,35697.75
32,845,9,91,33800.13
46,858,11,24,822.24
17,726,132,21,6917.610000000001
1,507,123,31,25768.44
48,936,10,58,15798.619999999999
33,270,17,83,30138.13
25,701,106,59,52354.24
43,421,136,15,2635.8
14,362,82,70,2531.2
24,926,119,13,5881.07
36,582,63,33,13874.19
45,876,96,11,7373.41
28,922,41,92,28506.2
38,166,51,76,51537.12
4,576,41,58,50324.86
29,317,73,69,24613.68
5,340,16,14,11489.519999999999
47,498,85,63,8603.28
5,296,13,57,46778.759999999995
27,682,39,5,1597.25
34,798,147,47,14801.710000000001
32,475,64,40,14857.2
44,965,51,11,4324.54
25,375,71,73,64777.28
37,555,41,8,6067.52
39,290,53,95,91299.75
40,897,38,23,12350.54
21,506,88,85,49545.65
46,503,92,89,3049.14
19,316,87,84,22412.88
40,416,102,63,33829.74
16,647,67,52,47689.72
8,65,31,76,28148.12
31,734,47,79,56613.77
47,466,85,50,6828
15,7,128,85,60009.15
47,632,133,39,5325.84
22,655,20,64,11793.28
17,191,47,50,16470.5
34,535,135,51,16061.43
47,984,35,51,6964.56
6,663,109,80,74380
6,24,14,28,26033
30,525,14,79,37601.630000000005
10,619,103,5,2681.85
24,277,126,93,42072.27
49,951,38,73,13532.74
24,28,125,43,19452.77
10,229,144,54,28963.98
21,294,29,55,32058.95
19,432,99,55,14675.1
48,606,25,1,272.39
40,971,47,22,11813.560000000001
49,575,143,34,6302.92
13,968,126,94,86054.18000000001
36,976,100,55,23123.65
3,866,55,34,15618.24
8,92,10,13,4814.81
2,404,80,88,32596.960000000003
18,840,133,81,31906.710000000003
46,382,132,12,411.12
26,138,118,20,14281
26,317,83,42,29990.1
30,242,108,69,32841.93
43,61,49,4,702.88
28,875,86,9,2788.65
2,400,139,69,25558.98
2,826,141,6,2222.52
7,735,2,90,7185.6
41,815,140,91,69103.58
14,531,88,56,2024.9599999999998
26,421,64,86,61408.299999999996
28,268,89,66,20450.100000000002
40,433,101,26,13961.48
9,540,128,6,1907.8200000000002
21,767,86,99,57706.11
33,465,113,45,16339.95
33,321,130,32,11619.52
43,165,140,23,4041.56
26,82,16,96,68548.79999999999
18,687,94,92,36239.72
14,461,91,5,180.79999999999998
41,425,66,20,15187.6
7,625,67,4,319.36
29,480,116,62,22116.640000000003
43,727,73,41,7204.5199999999995
43,54,127,94,16517.68
4,499,60,10,8676.699999999999
41,376,134,78,59231.64
38,711,138,88,59674.56
26,30,124,61,43557.049999999996
49,405,9,64,11864.32
19,482,51,46,12273.72
24,250,90,36,16286.039999999999
34,299,33,62,19525.66
16,938,14,46,42187.06
36,145,34,60,25225.8
2,154,16,80,29633.600000000002
32,505,71,32,11885.76
26,912,22,1,714.05
5,10,73,44,36109.92
23,179,38,97,11964.949999999999
28,435,70,42,13013.7
26,265,98,50,35702.5
13,891,28,47,43027.090000000004
22,14,33,12,2211.2400000000002
40,158,98,18,9665.64
40,3,41,77,41347.46
30,354,41,98,46645.060000000005
36,809,68,27,11351.61
1,556,101,81,67330.44
5,974,123,89,73040.51999999999
44,285,26,81,31844.34
37,966,64,71,53849.240000000005
39,701,18,68,65351.399999999994
20,325,2,56,7228.4800000000005
19,411,30,62,16542.84
4,624,52,62,53795.54
5,124,40,25,20517
4,774,79,56,48589.52
30,261,112,56,26654.32
16,510,136,25,22927.75
23,221,55,57,7030.95
8,964,4,94,34814.78
47,732,119,83,11334.48
36,670,16,68,28589.24
16,781,3,18,16507.98
12,159,103,27,20380.68
3,787,3,97,44557.92
39,487,51,14,13454.699999999999
9,704,74,33,10493.01
19,575,81,64,17076.48
24,885,113,27,12214.529999999999
43,856,4,48,8434.56
17,729,50,34,11199.94
11,23,86,48,36793.92
6,288,114,59,54855.25
32,659,70,80,29714.4
28,201,20,6,1859.1000000000001
47,718,149,94,12836.64
19,43,18,62,16542.84
47,587,20,91,12426.960000000001
30,742,29,27,12851.19
44,916,135,90,35382.6
45,501,99,79,52954.49
13,54,26,95,86969.65000000001
17,520,30,43,14164.630000000001
38,735,38,14,9493.68
19,747,128,49,13074.18
10,680,72,4,2145.48
22,23,16,73,13451.710000000001
43,800,22,37,6501.64
46,157,125,56,1918.56
37,39,133,42,31854.480000000003
28,295,133,89,27576.65
13,586,117,37,33872.39
18,70,52,1,393.91
2,779,139,98,36301.16
4,803,135,2,1735.34
13,658,112,27,24717.690000000002
30,770,129,49,23322.530000000002
4,858,43,91,78957.97
13,508,131,93,85138.71
1,898,111,26,21612.24
24,976,13,46,20809.94
17,128,44,38,12517.580000000002
2,683,45,70,25929.4
4,769,102,27,23427.09
31,677,47,41,29381.829999999998
37,375,75,7,5309.08
16,672,65,66,60529.26
8,863,75,72,26666.64
1,256,105,81,67330.44
14,197,90,13,470.0799999999999
30,228,47,51,24274.47
22,52,114,51,9397.77
43,824,34,20,3514.4
28,958,84,10,3098.5
34,217,46,95,29918.350000000002
23,269,17,18,2220.2999999999997
33,874,139,76,27596.36
46,159,81,19,650.9399999999999
20,145,17,71,9164.68
14,638,32,21,759.3599999999999
6,236,40,65,60433.75
34,996,55,9,2834.37
3,670,74,45,20671.2
50,64,20,62,12457.66
15,17,56,12,8471.880000000001
42,345,144,4,1683.12
37,623,134,38,28820.72
33,227,38,47,17066.170000000002
48,699,32,82,22335.98
26,105,108,50,35702.5
21,835,104,16,9326.24
5,944,19,94,77143.92
2,424,71,13,4815.46
2,343,148,5,1852.1000000000001
34,855,147,18,5668.74
8,522,69,91,33703.67
23,787,93,43,5304.05
8,798,139,89,32962.93
15,244,74,62,43771.38
6,913,117,27,25103.25
26,300,52,34,24277.699999999997
42,174,115,75,31558.499999999996
4,707,45,50,43383.5
45,848,33,32,21449.92
3,521,111,9,4134.24
22,372,112,82,15110.140000000001
32,83,137,76,28228.68
50,934,11,72,14466.960000000001
3,3,105,35,16077.6
48,997,39,33,8988.869999999999
23,599,131,11,1356.85
16,912,24,4,3668.44
11,172,146,83,63622.82
16,690,134,97,88959.67
40,256,146,70,37588.6
26,937,19,76,54267.799999999996
13,226,49,85,77814.95
20,485,93,26,3356.0800000000004
10,329,76,61,32718.57
36,960,90,96,40361.28
36,188,121,88,36997.840000000004
15,802,16,39,27533.61
13,477,142,62,56759.14
35,537,136,50,28565.499999999996
50,952,74,68,13663.24
47,741,128,10,1365.6
37,227,78,49,37163.560000000005
37,29,55,38,28820.72
31,104,65,88,63063.44
27,771,92,65,20764.25
45,246,130,84,56306.03999999999
30,814,126,84,39981.48
10,284,42,35,18772.95
46,533,48,20,685.1999999999999
21,528,142,27,15738.029999999999
36,618,20,90,37838.7
28,771,109,31,9605.35
30,410,129,43,20466.710000000003
29,856,26,63,22473.36
43,257,4,96,16869.12
32,855,6,96,35657.28
38,804,95,36,24412.32
16,603,135,30,27513.3
21,586,107,34,19818.26
24,2,120,6,2714.34
4,754,71,94,81560.98
19,432,84,50,13341
4,407,107,62,53795.54
4,286,141,6,5206.0199999999995
42,309,11,17,7153.259999999999
43,227,7,12,2108.64
38,814,15,28,18987.36
44,9,66,81,31844.34
26,92,97,1,714.05
14,620,99,83,3001.2799999999997
49,534,2,21,3892.98
37,921,34,76,57641.44
14,257,93,64,2314.24
15,377,13,97,68481.03
3,924,89,53,24346.08
22,693,70,18,3316.86
50,665,114,72,14466.960000000001
28,907,94,81,25097.850000000002
2,344,17,14,5185.88
13,228,135,50,45773.5
11,12,107,63,48292.02
2,343,69,71,26299.82
35,431,137,68,38849.079999999994
45,672,71,53,35526.43
49,17,98,38,7044.44
34,924,125,99,31178.07
3,134,129,37,16996.32
21,868,116,20,11657.8
3,37,45,55,25264.8
41,522,149,67,50878.46
16,193,87,24,22010.64
23,557,58,11,1356.85
8,334,67,33,12222.210000000001
43,480,140,1,175.72
29,858,42,61,21759.920000000002
29,818,13,54,19262.88
44,294,133,73,28699.219999999998
44,70,21,19,7469.66
20,736,91,54,6970.320000000001
31,58,96,6,4299.78
16,884,75,43,39435.73
5,734,40,38,31185.839999999997
10,361,88,10,5363.7
13,929,13,32,29295.04
39,713,65,36,34597.799999999996
16,863,134,13,11922.43
39,996,128,58,55740.899999999994
17,622,61,99,32611.590000000004
46,309,108,7,239.82
10,503,4,87,46664.19
7,921,17,17,1357.28
2,15,134,6,2222.52
9,169,132,7,2225.79
35,785,136,73,41705.63
28,159,121,45,13943.250000000002
37,422,58,56,42472.64
8,368,74,32,11851.84
28,922,125,96,29745.600000000002
16,244,121,28,25679.08
39,719,130,23,22104.149999999998
45,514,6,42,28153.019999999997
2,255,19,68,25188.56
27,83,134,17,5430.65
44,344,38,63,24767.82
3,203,34,73,33533.28
31,233,98,100,71663
11,621,142,2,1533.08
31,170,30,15,10749.45
37,121,67,79,59916.76
20,188,149,89,11488.12
46,631,67,81,2775.06
24,285,111,64,28952.96
13,721,73,97,88800.59
19,287,139,7,1867.74
37,47,10,94,71293.36
45,348,48,74,49602.939999999995
23,469,137,72,8881.199999999999
10,45,32,64,34327.68
6,619,2,7,6508.25
31,602,111,32,22932.16
10,571,104,20,10727.4
34,976,85,62,19525.66
38,159,13,6,4068.7200000000003
35,477,89,2,1142.62
46,924,122,79,2706.54
10,547,142,24,12872.880000000001
41,317,22,34,25818.92
39,355,136,12,11532.599999999999
18,460,94,35,13786.85
18,130,43,24,9453.84
46,148,24,4,137.04
44,556,147,75,29485.5
15,44,91,48,33887.520000000004
11,860,16,23,17630.42
23,937,120,90,11101.5
43,777,104,35,6150.2
41,889,119,45,34172.1
24,678,111,18,8143.0199999999995
26,583,95,21,14995.05
14,98,24,22,795.52
43,592,22,85,14936.2
24,321,144,99,44786.61
32,340,81,60,22285.8
43,830,91,19,3338.68
17,464,90,95,31293.95
17,316,25,80,26352.800000000003
42,240,44,70,29454.6
31,106,107,22,15765.86
44,235,143,45,17691.3
6,316,147,5,4648.75
6,337,109,91,84607.25
4,654,68,94,81560.98
20,274,133,4,516.32
21,471,41,51,29727.39
24,558,145,15,6785.849999999999
17,419,121,18,5929.38
46,635,28,67,2295.42
15,119,59,16,11295.84
50,44,128,67,13462.310000000001
4,245,5,62,53795.54
35,23,87,5,2856.5499999999997
5,892,92,71,58268.28
25,997,118,83,73650.88
30,604,125,53,25226.41
27,378,97,92,29389.399999999998
38,398,32,19,12884.28
28,48,78,1,309.85
50,317,142,23,4621.39
8,867,74,65,24074.05
28,508,66,37,11464.45
6,939,88,39,36260.25
17,460,46,33,10870.53
39,692,145,87,83611.34999999999
22,333,147,77,14188.79
39,23,73,81,77845.05
32,440,87,64,23771.52
43,646,76,40,7028.8
23,93,40,22,2713.7
13,135,10,32,29295.04
21,677,17,81,47214.09
50,212,133,25,5023.25
22,230,142,66,12161.820000000002
3,396,88,84,38586.24
4,134,1,90,78090.3
48,717,105,31,8444.09
23,501,100,11,1356.85
42,928,71,41,17251.98
18,809,72,46,18119.86
30,803,139,78,37125.66
29,280,61,82,29251.04
38,220,113,21,14240.52
39,975,140,36,34597.799999999996
11,765,23,86,65922.44
22,562,146,25,4606.75
23,971,42,13,1603.55
46,512,28,31,1062.06
21,977,104,3,1748.67
1,869,13,45,37405.8
14,21,6,52,1880.3199999999997
5,279,99,11,9027.48
47,177,93,60,8193.6
22,941,72,85,15662.95
42,56,49,11,4628.58
11,516,89,42,32194.68
46,103,45,55,1884.3
5,29,52,60,49240.799999999996
45,523,105,100,67031
32,601,12,67,24885.81
22,813,78,13,2395.51
41,402,42,13,9871.94
5,70,73,38,31185.839999999997
26,307,122,60,42843
23,184,3,65,8017.75
25,26,7,11,9760.960000000001
18,454,68,49,19301.59
35,743,21,62,35421.219999999994
27,862,52,34,10861.3
16,15,17,10,9171.1
36,236,51,69,29009.670000000002
49,148,31,29,5376.0199999999995
5,391,70,68,55806.24
42,346,100,16,6732.48
3,519,117,65,29858.4
9,149,14,73,23211.81
28,903,74,44,13633.400000000001
17,237,47,90,29646.9
20,731,50,38,4905.040000000001
22,112,87,76,14004.52
26,687,146,22,15709.099999999999
9,605,43,14,4451.58
21,933,142,61,35556.29
35,868,50,41,23423.71
15,13,142,37,26121.63
25,704,113,2,1774.72
11,3,48,31,23762.739999999998
33,753,46,12,4357.32
31,131,148,19,13615.97
37,12,72,30,22753.2
2,191,126,64,23706.88
18,857,147,34,13392.94
48,210,62,2,544.78
35,385,29,62,35421.219999999994
34,409,96,71,22360.03
37,3,121,71,53849.240000000005
12,706,92,29,21890.36
21,290,87,35,20401.149999999998
33,266,51,1,363.11
6,213,32,13,12086.75
10,608,32,15,8045.55
19,769,93,27,7204.139999999999
46,410,90,36,1233.36
27,60,136,2,638.9
38,695,125,20,13562.4
15,731,91,13,9177.87
15,986,59,15,10589.85
29,141,55,77,27467.440000000002
45,272,113,98,65690.37999999999
4,806,123,37,32103.789999999997
27,526,98,53,16930.85
25,614,59,80,70988.8
43,826,2,98,17220.56
50,289,8,52,10448.36
44,175,113,51,20050.14
12,268,136,35,26419.4
12,658,5,39,29438.760000000002
19,767,45,25,6670.5
50,655,56,83,16677.190000000002
47,326,39,78,10651.68
45,843,90,41,27482.71
10,909,43,8,4290.96
31,505,114,96,68796.48
18,104,69,29,11423.390000000001
6,778,64,66,61363.5
28,15,85,23,7126.55
17,449,86,73,24046.93
32,196,137,32,11885.76
38,171,136,6,4068.7200000000003
28,58,124,27,8365.95
21,712,103,87,50711.43
35,147,35,96,54845.759999999995
24,420,9,93,42072.27
27,227,79,16,5111.2
14,989,68,68,2458.8799999999997
36,951,35,80,33634.4
14,344,40,15,542.4
30,797,84,62,29510.140000000003
30,480,143,14,6663.58
46,988,121,94,3220.4399999999996
47,717,3,86,11744.16
26,263,88,22,15709.099999999999
38,64,143,34,23056.08
2,133,28,21,7778.820000000001
19,660,116,29,7737.78
3,228,24,42,19293.12
6,847,114,2,1859.5
17,146,14,55,18117.550000000003
41,1000,7,8,6075.04
30,801,106,66,31414.02
30,824,46,17,8091.490000000001
24,355,41,9,4071.5099999999998
2,777,150,95,35189.9
33,775,134,96,34858.56
19,222,113,33,8805.06
17,566,67,22,7247.02
43,69,141,48,8434.56
32,468,18,26,9657.18
19,64,110,9,2401.38
18,561,47,78,30724.980000000003
19,918,1,57,15208.74
47,739,107,75,10242
41,533,37,67,50878.46
22,286,138,43,7923.610000000001
16,498,6,18,16507.98
9,224,43,51,16216.470000000001
15,545,126,88,62127.12
9,786,149,27,8585.19
46,34,143,85,2912.1
25,182,23,84,74538.24
28,819,21,42,13013.7
19,521,30,97,25881.54
34,989,51,88,27713.84
40,717,143,33,17720.34
33,246,138,34,12345.74
28,686,47,90,27886.500000000004
36,665,138,93,39099.99
50,525,102,88,17681.84
49,32,101,26,4819.88
27,598,93,33,10541.85
30,720,67,13,6187.610000000001
30,904,79,14,6663.58
4,33,130,84,72884.28
40,644,72,88,47254.240000000005
45,810,81,47,31504.569999999996
45,350,104,78,52284.17999999999
48,175,131,84,22880.76
4,490,20,8,6941.36
37,608,8,32,24270.08
36,805,133,51,21441.93
6,913,101,91,84607.25
45,193,86,3,2010.9299999999998
1,907,137,53,44055.72
31,493,15,45,32248.35
43,645,42,60,10543.2
6,913,100,97,90185.75
45,118,56,81,54295.10999999999
21,144,136,96,55957.44
48,996,130,79,21518.809999999998
26,895,91,44,31418.199999999997
45,299,12,11,7373.41
21,471,4,95,55374.549999999996
6,720,69,84,78099
36,238,10,65,27327.95
25,334,111,90,79862.4
31,40,82,39,27948.57
14,674,43,61,2205.7599999999998
39,646,70,2,1922.1
30,753,116,50,23798.5
12,472,92,47,35477.48
30,983,118,6,2855.82
1,277,138,66,54861.840000000004
17,966,118,6,1976.46
7,943,116,64,5109.76
2,334,64,22,8149.240000000001
19,990,41,17,4535.94
31,640,59,71,50880.73
37,806,97,6,4550.64
47,548,134,27,3687.12
42,46,134,94,39553.32
2,665,53,55,20373.100000000002
2,204,31,51,18891.420000000002
14,454,23,33,1193.28
18,42,110,69,27179.79
2,341,81,24,8890.08
26,893,110,33,23563.649999999998
48,842,10,84,22880.76
44,394,18,95,37348.299999999996
6,676,20,24,22314
37,121,137,38,28820.72
7,686,17,83,6626.72
43,890,22,80,14057.6
28,407,25,79,24478.15
23,260,44,58,7154.299999999999
48,718,39,10,2723.8999999999996
17,579,96,31,10211.710000000001
41,619,132,95,72141.1
40,313,52,94,50476.12
43,110,79,65,11421.8
48,395,10,70,19067.3
3,864,106,87,39964.32
30,608,130,72,34269.840000000004
19,76,115,4,1067.28
10,366,138,54,28963.98
13,862,84,59,54012.73
41,947,18,96,72900.48
36,489,117,50,21021.5
15,935,57,19,13413.81
48,976,28,11,2996.29
9,125,124,77,24483.690000000002
24,520,73,26,11762.14
17,53,11,99,32611.590000000004
4,546,143,7,6073.69
20,48,116,75,9681.000000000002
15,20,26,24,16943.760000000002
8,467,107,65,24074.05
40,621,49,25,13424.5
29,898,118,14,4994.08
42,955,57,90,37870.2
22,867,8,66,12161.820000000002
36,128,44,75,31532.25
46,380,140,48,1644.48
39,31,56,89,85533.45
39,537,76,7,6727.349999999999
44,447,42,17,6683.38
11,755,43,98,75120.92
20,652,102,40,5163.200000000001
19,997,85,67,17876.94
11,775,142,66,50591.64
43,100,116,84,14760.48
7,21,76,2,159.68
17,269,36,35,11529.35
25,829,17,9,7986.24
42,655,127,23,9677.939999999999
29,711,10,48,17122.56
33,471,62,4,1452.44
32,727,33,35,13000.050000000001
19,473,83,38,10139.16
4,922,117,74,64207.579999999994
22,811,71,74,13635.980000000001
24,490,90,41,18547.989999999998
24,252,69,83,37548.369999999995
17,829,29,25,8235.25
28,497,60,53,16422.050000000003
34,26,34,24,7558.32
34,259,1,22,6928.46
28,417,126,2,619.7
36,337,85,29,12192.47
3,913,23,1,459.36
23,56,7,82,10114.699999999999
16,719,5,13,11922.43
28,322,37,47,14562.95
19,560,45,15,4002.2999999999997
12,342,130,89,67180.76000000001
41,698,70,64,48600.32
41,824,60,76,57712.88
4,282,69,56,48589.52
42,223,150,94,39553.32
36,149,34,31,13033.33
46,232,117,51,1747.26
12,254,16,96,72464.64
44,88,17,64,25160.96
31,41,130,22,15765.86
32,15,131,61,22657.23
49,144,142,48,8898.24
13,611,133,17,15562.99
40,297,31,26,13961.48
15,366,148,80,56479.2
34,923,62,85,26769.05
48,827,77,41,11167.99
17,542,15,33,10870.53
41,244,22,30,22781.4
2,748,83,28,10371.76
22,80,26,74,13635.980000000001
11,446,128,75,57490.5
36,455,78,18,7567.74
12,561,50,27,20380.68
3,447,91,45,20671.2
43,996,91,3,527.16
27,616,67,20,6389
29,445,86,9,3210.4800000000005
24,521,70,4,1809.56
12,621,74,17,12832.28
2,871,30,82,30374.440000000002
41,768,58,22,16706.36
21,361,67,44,25647.16
10,995,143,68,36473.16
34,673,3,2,629.86
48,475,137,46,12529.939999999999
14,653,15,90,3254.3999999999996
45,166,41,41,27482.71
4,896,146,55,47721.85
44,331,60,37,14546.18
11,620,134,82,62856.28
20,521,104,77,9939.160000000002
49,373,96,43,7971.34
15,14,24,61,43065.39
9,94,31,98,31161.06
47,152,113,96,13109.76
17,347,133,95,31293.95
15,360,55,59,41653.41
11,629,48,53,40626.619999999995
32,818,20,10,3714.3
45,454,140,65,43570.149999999994
43,382,69,66,11597.52
31,48,28,91,65213.33
19,247,46,74,19744.68
48,908,49,59,16071.009999999998
40,887,121,31,16646.38
15,541,46,26,18355.74
9,489,35,8,2543.76
3,387,48,40,18374.4
37,449,80,8,6067.52
25,386,42,19,16859.84
35,524,42,91,51989.20999999999
25,371,118,64,56791.04
14,447,137,33,1193.28
14,247,67,71,2567.3599999999997
48,397,30,11,2996.29
5,781,54,28,22979.039999999997
13,978,67,74,67744.78
30,623,8,95,45217.15
16,154,95,57,52275.270000000004
8,46,30,51,18888.87
39,301,60,65,62468.25
33,725,44,75,27233.25
13,983,71,44,40280.68
39,109,142,31,29792.55
47,168,109,33,4506.4800000000005
16,16,2,54,49523.94
17,3,24,59,19435.190000000002
28,402,143,8,2478.8
48,821,104,33,8988.869999999999
13,600,27,2,1830.94
29,41,36,68,24256.960000000003
34,663,68,100,31493
36,884,34,43,18078.49
36,861,78,46,19339.78
10,692,57,97,52027.89
19,473,133,70,18677.399999999998
13,464,91,73,66829.31
22,589,84,40,7370.8
27,278,89,97,30986.649999999998
43,810,13,47,8258.84
41,61,141,87,66066.06
22,157,125,23,4238.21
48,114,51,81,22063.59
47,598,2,40,5462.4
28,257,24,60,18591
15,341,80,70,49419.3
4,118,82,94,81560.98
2,327,147,95,35189.9
28,865,119,9,2788.65
14,162,4,12,433.91999999999996
20,952,114,15,1936.2000000000003
42,110,17,53,22301.34
32,688,82,27,10028.61
44,335,136,20,7862.799999999999
16,611,113,54,49523.94
21,81,9,72,41968.08
33,100,32,3,1089.33
5,961,31,48,39392.64
20,957,20,14,1807.1200000000001
22,639,7,30,5528.1
44,88,19,20,7862.799999999999
30,792,114,40,19038.800000000003
7,888,54,3,239.52
10,247,112,58,31109.46
19,404,95,69,18410.579999999998
49,829,137,37,6859.0599999999995
28,668,95,57,17661.45
28,938,102,14,4337.900000000001
20,508,19,26,3356.0800000000004
3,856,81,51,23427.36
48,998,92,70,19067.3
36,680,26,30,12612.9
14,458,11,36,1301.7599999999998
16,820,71,82,75203.02
7,239,41,76,6067.84
12,779,80,89,67180.76000000001
26,132,136,78,55695.899999999994
7,718,100,42,3353.28
6,276,121,40,37190
42,549,57,4,1683.12
35,745,71,95,54274.45
2,535,125,88,32596.960000000003
19,466,98,64,17076.48
43,395,10,70,12300.4
37,202,56,48,36405.12
21,464,21,31,18069.59
21,735,120,70,40802.299999999996
24,767,65,55,24881.45
36,652,104,27,11351.61
44,408,115,79,31058.059999999998
37,716,126,68,51573.920000000006
38,993,3,13,8815.56
37,236,106,80,60675.200000000004
24,902,75,44,19905.16
6,456,69,87,80888.25
24,54,83,93,42072.27
28,139,95,48,14872.800000000001
39,408,90,54,51896.7
10,785,50,48,25745.760000000002
18,745,110,75,29543.250000000004
3,920,116,6,2756.16
29,988,99,52,18549.440000000002
26,978,149,96,68548.79999999999
1,157,45,8,6649.92
25,731,64,100,88736
18,996,135,46,18119.86
12,630,59,43,32458.120000000003
10,441,78,61,32718.57
6,712,38,86,79958.5
2,860,2,30,11112.6
9,47,33,54,17170.38
4,497,57,76,65942.92
49,624,76,27,5005.26
36,858,31,17,7147.31
7,215,104,14,1117.76
16,105,100,75,68783.25
9,282,11,54,17170.38
31,711,71,69,49447.47
13,347,143,68,62251.96
27,930,98,29,9264.05
16,874,80,12,11005.32
18,87,22,17,6696.47
42,732,132,55,23142.899999999998
15,364,136,94,66363.06
38,80,144,12,8137.4400000000005
48,19,131,33,8988.869999999999
40,923,147,38,20405.24
5,298,7,60,49240.799999999996
22,879,101,70,12898.900000000001
9,546,121,83,26391.510000000002
44,657,4,26,10221.64
42,213,125,61,25667.579999999998
22,244,85,82,15110.140000000001
7,902,145,22,1756.48
44,731,67,6,2358.84
43,880,112,64,11246.08
19,783,107,98,26148.36
30,113,57,12,5711.64
41,839,148,92,69862.96
1,106,97,18,14962.32
15,67,58,45,31769.55
32,870,63,42,15600.06
3,898,73,39,17915.04
29,850,56,36,12841.920000000002
7,708,5,41,3273.44
30,883,22,45,21418.65
33,591,147,62,22512.82
7,782,84,12,958.08
10,140,119,25,13409.25
29,265,116,58,20689.760000000002
2,393,140,4,1481.68
50,547,26,25,5023.25
16,171,32,23,21093.53
38,403,119,75,50859
45,875,98,10,6703.099999999999
3,576,51,17,7809.12
20,689,131,58,7486.64
47,507,100,3,409.68
41,147,25,58,44044.04
27,393,86,5,1597.25
8,514,76,58,21481.46
45,23,16,24,16087.439999999999
4,467,21,74,64207.579999999994
22,325,42,29,5343.83
15,715,133,25,17649.75
14,132,48,20,723.1999999999999
37,77,69,78,59158.32000000001
9,333,112,58,18442.260000000002
14,764,146,7,253.11999999999998
27,160,118,94,30028.3
27,448,77,98,31306.1
13,545,9,45,41196.15
45,385,132,23,15417.13
6,829,49,89,82747.75
38,528,43,19,12884.28
20,406,21,68,8777.44
30,125,145,66,31414.02
19,163,145,19,5069.58
28,894,126,65,20140.25
43,73,125,81,14233.32
48,930,87,57,15526.23
46,97,122,59,2021.34
1,991,27,83,68992.92
8,858,145,21,7777.77
34,717,64,18,5668.74
22,209,126,25,4606.75
15,154,91,51,36005.49
25,763,84,60,53241.6
35,501,110,56,31993.359999999997
19,70,71,35,9338.699999999999
37,8,143,33,25028.52
13,768,18,13,11901.11
28,308,74,85,26337.250000000004
23,362,92,17,2096.95
20,253,48,52,6712.160000000001
20,243,30,5,645.4000000000001
17,651,135,76,25035.160000000003
25,520,16,9,7986.24
13,234,6,80,73237.6
19,797,106,31,8271.42
11,885,73,74,56723.96
3,586,137,19,8727.84
20,249,143,10,1290.8000000000002
19,196,74,86,22946.52
40,289,34,82,44032.36
17,678,73,51,16799.91
40,776,12,66,35440.68
13,489,31,68,62251.96
1,736,45,33,27430.920000000002
25,22,13,59,52354.24
42,211,96,48,20197.44
14,628,12,74,2675.8399999999997
26,290,57,30,21421.5
21,23,49,97,56540.33
18,117,128,69,27179.79
30,223,114,4,1903.88
37,260,62,67,50815.48
14,64,76,57,2061.12
3,31,144,15,6890.400000000001
37,515,60,64,48540.16
5,2,67,96,78785.28
11,273,113,56,42926.24
43,516,92,30,5271.6
26,887,146,10,7140.5
27,549,32,92,29389.399999999998
12,696,80,96,72464.64
39,463,60,40,38442
24,399,125,8,3619.12
22,974,91,39,7186.530000000001
28,150,74,96,29745.600000000002
10,874,100,42,22527.54
18,967,69,62,24422.420000000002
18,878,23,56,22058.960000000003
31,804,94,48,34398.24
37,85,119,17,12893.480000000001
17,323,139,28,9223.480000000001
25,407,14,23,20409.28
22,706,88,78,14373.060000000001
17,425,116,80,26352.800000000003
34,212,72,26,8188.18
50,792,39,86,17279.98
21,809,46,55,32058.95
22,984,89,78,14373.060000000001
17,425,58,82,27011.620000000003
12,853,26,60,45290.4
37,444,25,34,25786.960000000003
22,196,135,48,8844.960000000001
23,144,120,69,8511.15
2,729,147,77,28522.34
22,185,13,41,7555.070000000001
5,510,22,74,60730.32
32,407,72,16,5942.88
11,50,23,49,37560.46
14,950,88,8,289.28
26,95,15,14,9996.699999999999
45,897,74,39,26142.089999999997
10,125,45,81,43445.97
25,966,57,89,78975.04000000001
25,406,65,75,66552
39,431,16,66,63429.299999999996
